qseqid	sseqid	pident	length	qlen	slen	evalue	bitscore
xbGarTell2_chr_18_000052.1	Homo_sapiens_HSAP011513_CENPA_CenpA	60.465	43	50	140	2.65e-17	58.5
xbGarTell2_chr_18_000052.1	Mus_musculus_MMUS037970_Cenpa_CenpA	55.814	43	50	134	1.00e-16	57.0
gfTauPull_ENA|OX637621|OX637621.1_000414.1	Danio_rerio_DRER013080_CENPA_CenpA	55.333	150	195	145	1.31e-49	147
gfTauPull_ENA|OX637621|OX637621.1_000414.1	Homo_sapiens_HSAP011513_CENPA_CenpA	65.625	96	195	140	3.32e-40	122
gfTauPull_ENA|OX637621|OX637621.1_000414.1	Mus_musculus_MMUS037970_Cenpa_CenpA	55.039	129	195	134	6.40e-39	119
gfCopMica_ENA|OX596337|OX596337.1_000468.1	Danio_rerio_DRER013080_CENPA_CenpA	48.387	124	142	145	1.26e-33	104
gfCopMica_ENA|OX596337|OX596337.1_000468.1	Homo_sapiens_HSAP011513_CENPA_CenpA	59.155	71	142	140	1.17e-24	81.3
gfCopMica_ENA|OX596337|OX596337.1_000468.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	53.659	82	142	288	5.18e-24	82.8
gfHygPuni_ENA|OY744464|OY744464.1_000972.1	Danio_rerio_DRER013080_CENPA_CenpA	63.793	116	191	145	5.42e-47	140
gfHygPuni_ENA|OY744464|OY744464.1_000972.1	Homo_sapiens_HSAP011513_CENPA_CenpA	63.265	98	191	140	1.08e-38	119
gfHygPuni_ENA|OY744464|OY744464.1_000972.1	Mus_musculus_MMUS037970_Cenpa_CenpA	49.231	130	191	134	2.26e-35	110
gfPorCaly_ENA|OX621163|OX621163.1_001385.1	Danio_rerio_DRER013080_CENPA_CenpA	62.185	119	188	145	1.21e-47	141
gfPorCaly_ENA|OX621163|OX621163.1_001385.1	Homo_sapiens_HSAP011513_CENPA_CenpA	62.105	95	188	140	4.36e-37	114
gfPorCaly_ENA|OX621163|OX621163.1_001385.1	Mus_musculus_MMUS037970_Cenpa_CenpA	48.227	141	188	134	4.02e-36	112
gfGliIrri_ENA|OZ209112|OZ209112.1_000922.1	Danio_rerio_DRER013080_CENPA_CenpA	59.821	112	188	145	3.73e-44	132
gfGliIrri_ENA|OZ209112|OZ209112.1_000922.1	Homo_sapiens_HSAP011513_CENPA_CenpA	58.000	100	188	140	5.78e-37	114
gfGliIrri_ENA|OZ209112|OZ209112.1_000922.1	Mus_musculus_MMUS037970_Cenpa_CenpA	52.830	106	188	134	9.18e-35	108
gzEntParv_ENA|OY752141|OY752141.1_001087.1	Danio_rerio_DRER013080_CENPA_CenpA	59.633	109	161	145	1.53e-42	127
gzEntParv_ENA|OY752141|OY752141.1_001087.1	Mus_musculus_MMUS037970_Cenpa_CenpA	48.485	132	161	134	8.20e-37	112
gzEntParv_ENA|OY752141|OY752141.1_001087.1	Homo_sapiens_HSAP011513_CENPA_CenpA	55.000	100	161	140	1.08e-34	107
gfClaFumo_ENA|OX637797|OX637797.1_001227.1	Danio_rerio_DRER013080_CENPA_CenpA	62.712	118	173	145	1.17e-47	141
gfClaFumo_ENA|OX637797|OX637797.1_001227.1	Homo_sapiens_HSAP011513_CENPA_CenpA	54.167	120	173	140	3.25e-37	114
gfClaFumo_ENA|OX637797|OX637797.1_001227.1	Mus_musculus_MMUS037970_Cenpa_CenpA	48.227	141	173	134	9.94e-36	110
gfButSuba_ENA|OZ171983|OZ171983.1_000285.1	Danio_rerio_DRER013080_CENPA_CenpA	53.378	148	180	145	1.31e-44	134
gfButSuba_ENA|OZ171983|OZ171983.1_000285.1	Homo_sapiens_HSAP011513_CENPA_CenpA	60.000	100	180	140	4.63e-38	117
gfButSuba_ENA|OZ171983|OZ171983.1_000285.1	Mus_musculus_MMUS037970_Cenpa_CenpA	48.649	148	180	134	1.75e-36	112
gfAurGent_ENA|OZ219433|OZ219433.1_000391.1	Danio_rerio_DRER013080_CENPA_CenpA	62.264	106	173	145	2.34e-43	130
gfAurGent_ENA|OZ219433|OZ219433.1_000391.1	Homo_sapiens_HSAP011513_CENPA_CenpA	57.000	100	173	140	1.38e-36	112
gfAurGent_ENA|OZ219433|OZ219433.1_000391.1	Mus_musculus_MMUS037970_Cenpa_CenpA	45.333	150	173	134	1.57e-36	112
gfHerErin_ENA|OZ255410|OZ255410.1_001154.1	Danio_rerio_DRER013080_CENPA_CenpA	57.851	121	183	145	8.44e-47	139
gfHerErin_ENA|OZ255410|OZ255410.1_001154.1	Mus_musculus_MMUS037970_Cenpa_CenpA	47.967	123	183	134	9.26e-34	105
gfHerErin_ENA|OZ255410|OZ255410.1_001154.1	Homo_sapiens_HSAP011513_CENPA_CenpA	56.989	93	183	140	9.32e-34	105
gfRusVesc_ENA|OZ222408|OZ222408.1_000501.1	Danio_rerio_DRER013080_CENPA_CenpA	59.167	120	198	145	6.87e-47	140
gfRusVesc_ENA|OZ222408|OZ222408.1_000501.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	47.170	159	198	288	1.09e-34	113
gfRusVesc_ENA|OZ222408|OZ222408.1_000501.1	Homo_sapiens_HSAP011513_CENPA_CenpA	54.545	99	198	140	1.03e-33	106
gfLacBlen_ENA|OZ173892|OZ173892.1_001889.1	Danio_rerio_DRER013080_CENPA_CenpA	58.824	119	187	145	1.63e-43	131
gfLacBlen_ENA|OZ173892|OZ173892.1_001889.1	Mus_musculus_MMUS037970_Cenpa_CenpA	48.413	126	187	134	3.27e-36	112
gfLacBlen_ENA|OZ173892|OZ173892.1_001889.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	51.064	141	187	288	3.95e-35	114
gfSpaMino_ENA|OZ241197|OZ241197.1_000468.1	Danio_rerio_DRER013080_CENPA_CenpA	52.577	97	157	145	9.09e-28	90.1
gfSpaMino_ENA|OZ241197|OZ241197.1_000468.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	49.580	119	157	288	1.46e-26	90.1
gfSpaMino_ENA|OZ241197|OZ241197.1_000468.1	Homo_sapiens_HSAP011513_CENPA_CenpA	59.722	72	157	140	5.23e-25	82.8
gfLaeSulp1_chr_3_001113.1	Danio_rerio_DRER013080_CENPA_CenpA	52.055	146	183	145	1.07e-44	134
gfLaeSulp1_chr_3_001113.1	Mus_musculus_MMUS037970_Cenpa_CenpA	47.183	142	183	134	1.24e-38	118
gfLaeSulp1_chr_3_001113.1	Homo_sapiens_HSAP011513_CENPA_CenpA	52.113	142	183	140	7.11e-37	114
gfGanResi_ENA|OZ026793|OZ026793.1_000441.1	Danio_rerio_DRER013080_CENPA_CenpA	52.448	143	181	145	1.64e-42	128
gfGanResi_ENA|OZ026793|OZ026793.1_000441.1	Mus_musculus_MMUS037970_Cenpa_CenpA	47.826	138	181	134	4.37e-37	114
gfGanResi_ENA|OZ026793|OZ026793.1_000441.1	Homo_sapiens_HSAP011513_CENPA_CenpA	60.204	98	181	140	4.61e-37	114
gfBolQuer_ENA|OZ037959|OZ037959.1_000523.1	Danio_rerio_DRER013080_CENPA_CenpA	58.407	113	205	145	4.52e-44	133
gfBolQuer_ENA|OZ037959|OZ037959.1_000523.1	Homo_sapiens_HSAP011513_CENPA_CenpA	62.245	98	205	140	8.34e-38	117
gfBolQuer_ENA|OZ037959|OZ037959.1_000523.1	Mus_musculus_MMUS037970_Cenpa_CenpA	55.660	106	205	134	1.23e-35	111
gfVolSurr_ENA|OX637785|OX637785.1_000318.1	Danio_rerio_DRER013080_CENPA_CenpA	55.085	118	171	145	3.30e-40	122
gfVolSurr_ENA|OX637785|OX637785.1_000318.1	Homo_sapiens_HSAP011513_CENPA_CenpA	59.184	98	171	140	3.22e-34	106
gfVolSurr_ENA|OX637785|OX637785.1_000318.1	Mus_musculus_MMUS037970_Cenpa_CenpA	51.282	117	171	134	3.72e-34	106
gfEntClyp_ENA|OY751494|OY751494.2_001237.1	Danio_rerio_DRER013080_CENPA_CenpA	52.667	150	179	145	2.71e-44	132
gfEntClyp_ENA|OY751494|OY751494.2_001237.1	Homo_sapiens_HSAP011513_CENPA_CenpA	59.794	97	179	140	3.26e-35	109
gfEntClyp_ENA|OY751494|OY751494.2_001237.1	Mus_musculus_MMUS037970_Cenpa_CenpA	54.286	105	179	134	1.15e-33	105
gfCorTriu_ENA|OZ254914|OZ254914.1_001427.1	Danio_rerio_DRER013080_CENPA_CenpA	51.042	96	185	145	2.62e-28	92.4
gfCorTriu_ENA|OZ254914|OZ254914.1_001427.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	62.338	77	185	288	5.33e-26	89.7
gfCorTriu_ENA|OZ254914|OZ254914.1_001427.1	Homo_sapiens_HSAP011513_CENPA_CenpA	64.179	67	185	140	5.78e-26	86.3
gfRamCorn_ENA|OZ204861|OZ204861.1_000494.1	Danio_rerio_DRER013080_CENPA_CenpA	44.444	117	173	145	1.05e-26	87.8
gfRamCorn_ENA|OZ204861|OZ204861.1_000494.1	Homo_sapiens_HSAP011513_CENPA_CenpA	58.333	72	173	140	3.44e-24	81.3
gfRamCorn_ENA|OZ204861|OZ204861.1_000494.1	Mus_musculus_MMUS037970_Cenpa_CenpA	39.655	116	173	134	2.85e-22	75.9
gfTriHemi_ENA|OZ035929|OZ035929.1_004158.1	Danio_rerio_DRER013080_CENPA_CenpA	50.993	151	171	145	4.35e-46	137
gfTriHemi_ENA|OZ035929|OZ035929.1_004158.1	Homo_sapiens_HSAP011513_CENPA_CenpA	55.085	118	171	140	1.18e-37	115
gfTriHemi_ENA|OZ035929|OZ035929.1_004158.1	Mus_musculus_MMUS037970_Cenpa_CenpA	48.227	141	171	134	3.91e-36	111
gfLepSord_ENA|OZ173907|OZ173907.1_000405.1	Danio_rerio_DRER013080_CENPA_CenpA	63.063	111	156	145	1.21e-43	130
gfLepSord_ENA|OZ173907|OZ173907.1_000405.1	Homo_sapiens_HSAP011513_CENPA_CenpA	60.606	99	156	140	2.74e-35	108
gfLepSord_ENA|OZ173907|OZ173907.1_000405.1	Mus_musculus_MMUS037970_Cenpa_CenpA	45.517	145	156	134	7.56e-35	107
gfPanStip_ENA|OZ234881|OZ234881.1_000994.1	Danio_rerio_DRER013080_CENPA_CenpA	53.020	149	167	145	1.54e-49	145
gfPanStip_ENA|OZ234881|OZ234881.1_000994.1	Homo_sapiens_HSAP011513_CENPA_CenpA	58.416	101	167	140	3.60e-39	119
gfPanStip_ENA|OZ234881|OZ234881.1_000994.1	Mus_musculus_MMUS037970_Cenpa_CenpA	46.212	132	167	134	2.75e-38	117
gfAmaRube_ENA|OZ253841|OZ253841.1_000338.1	Danio_rerio_DRER013080_CENPA_CenpA	62.712	118	170	145	3.13e-46	137
gfAmaRube_ENA|OZ253841|OZ253841.1_000338.1	Homo_sapiens_HSAP011513_CENPA_CenpA	58.491	106	170	140	2.88e-36	112
gfAmaRube_ENA|OZ253841|OZ253841.1_000338.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	60.784	102	170	288	4.02e-36	115
gfPhaAlbo_ENA|OZ244511|OZ244511.1_001311.1	Danio_rerio_DRER013080_CENPA_CenpA	60.504	119	178	145	2.78e-43	130
gfPhaAlbo_ENA|OZ244511|OZ244511.1_001311.1	Homo_sapiens_HSAP011513_CENPA_CenpA	61.386	101	178	140	2.91e-36	112
gfPhaAlbo_ENA|OZ244511|OZ244511.1_001311.1	Mus_musculus_MMUS037970_Cenpa_CenpA	44.516	155	178	134	6.14e-35	108
gfAgaBisp1_chr_3_000443.1	Danio_rerio_DRER013080_CENPA_CenpA	67.619	105	212	145	3.57e-48	144
gfAgaBisp1_chr_3_000443.1	Mus_musculus_MMUS037970_Cenpa_CenpA	50.806	124	212	134	1.23e-38	119
gfAgaBisp1_chr_3_000443.1	Homo_sapiens_HSAP011513_CENPA_CenpA	54.622	119	212	140	1.87e-38	119
gfPleOstr1_SUPER_4_000490.1	Danio_rerio_DRER013080_CENPA_CenpA	55.072	138	179	145	2.34e-43	130
gfPleOstr1_SUPER_4_000490.1	Homo_sapiens_HSAP011513_CENPA_CenpA	61.616	99	179	140	3.46e-36	112
gfPleOstr1_SUPER_4_000490.1	Mus_musculus_MMUS037970_Cenpa_CenpA	47.015	134	179	134	5.75e-35	108
gfInoObsi1_rescue1	Danio_rerio_DRER013080_CENPA_CenpA	56.303	119	174	145	1.18e-40	123
gfInoObsi1_rescue1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	54.310	116	174	288	1.10e-33	109
gfInoObsi1_rescue1	Homo_sapiens_HSAP011513_CENPA_CenpA	53.043	115	174	140	1.96e-33	104
gfAgrPrae_ENA|OZ024843|OZ024843.1_000498.1	Danio_rerio_DRER013080_CENPA_CenpA	52.318	151	171	145	4.68e-43	129
gfAgrPrae_ENA|OZ024843|OZ024843.1_000498.1	Homo_sapiens_HSAP011513_CENPA_CenpA	60.606	99	171	140	6.30e-37	113
gfAgrPrae_ENA|OZ024843|OZ024843.1_000498.1	Mus_musculus_MMUS037970_Cenpa_CenpA	46.528	144	171	134	8.94e-34	105
gfChlBrun_ENA|OY756142|OY756142.1_001179.1	Danio_rerio_DRER013080_CENPA_CenpA	51.136	88	167	145	1.17e-28	92.4
gfChlBrun_ENA|OY756142|OY756142.1_001179.1	Mus_musculus_MMUS037970_Cenpa_CenpA	56.000	75	167	134	1.29e-26	87.0
gfChlBrun_ENA|OY756142|OY756142.1_001179.1	Homo_sapiens_HSAP011513_CENPA_CenpA	47.917	96	167	140	2.26e-26	86.7
gfFlaVelt_ENA|OX246725|OX246725.2_000559.1	Danio_rerio_DRER013080_CENPA_CenpA	53.750	80	155	145	1.88e-26	86.7
gfFlaVelt_ENA|OX246725|OX246725.2_000559.1	Homo_sapiens_HSAP011513_CENPA_CenpA	50.667	75	155	140	2.24e-24	80.9
gfFlaVelt_ENA|OX246725|OX246725.2_000559.1	Mus_musculus_MMUS037970_Cenpa_CenpA	53.247	77	155	134	6.16e-24	79.7
drHedHeli1_SUPER_9_001915.1	Danio_rerio_DRER013080_CENPA_CenpA	58.491	53	224	145	1.97e-15	59.3
drHedHeli1_SUPER_9_001915.1	Homo_sapiens_HSAP011513_CENPA_CenpA	57.407	54	224	140	1.10e-14	57.4
drHedHeli1_SUPER_9_001915.1	Mus_musculus_MMUS037970_Cenpa_CenpA	57.407	54	224	134	1.28e-14	57.0
daSolDulc1_SUPER_4_000765.1	Danio_rerio_DRER013080_CENPA_CenpA	58.730	63	148	145	2.69e-23	78.2
daSolDulc1_SUPER_4_000765.1	Mus_musculus_MMUS037970_Cenpa_CenpA	59.375	64	148	134	8.29e-22	73.9
daSolDulc1_SUPER_4_000765.1	Homo_sapiens_HSAP011513_CENPA_CenpA	69.388	49	148	140	1.04e-21	73.9
lpPoaChai_ENA|OZ173747|OZ173747.1_000064.1	Danio_rerio_DRER013080_CENPA_CenpA	55.814	43	109	145	1.07e-09	41.2
lpPoaChai_ENA|OZ173747|OZ173747.1_000064.1	Mus_musculus_MMUS037970_Cenpa_CenpA	48.837	43	109	134	1.50e-08	38.1
lpPoaChai_ENA|OZ173747|OZ173747.1_000064.1	Homo_sapiens_HSAP011513_CENPA_CenpA	51.163	43	109	140	3.13e-08	37.4
lpPolViri_ENA|OZ174310|OZ174310.1_003604.1	Danio_rerio_DRER013080_CENPA_CenpA	58.065	31	121	145	7.08e-09	39.3
lpPolViri_ENA|OZ174310|OZ174310.1_003604.1	Mus_musculus_MMUS037970_Cenpa_CenpA	47.222	36	121	134	1.06e-06	33.1
lpPolViri_ENA|OZ174310|OZ174310.1_003604.1	Homo_sapiens_HSAP011513_CENPA_CenpA	52.941	34	121	140	2.27e-06	32.3
lpLeeOryz_ENA|OZ228960|OZ228960.1_003231.1	Danio_rerio_DRER013080_CENPA_CenpA	67.500	40	67	145	1.16e-16	57.8
lpLeeOryz_ENA|OZ228960|OZ228960.1_003231.1	Mus_musculus_MMUS037970_Cenpa_CenpA	57.500	40	67	134	2.68e-13	48.9
lpLeeOryz_ENA|OZ228960|OZ228960.1_003231.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	54.348	46	67	288	3.73e-13	50.1
idSicFerr1_chr_X_002574.1	Danio_rerio_DRER013080_CENPA_CenpA	65.789	38	168	145	7.76e-16	59.3
idSicFerr1_chr_X_002574.1	Homo_sapiens_HSAP011513_CENPA_CenpA	63.158	38	168	140	1.84e-13	52.8
idSicFerr1_chr_X_002574.1	Mus_musculus_MMUS037970_Cenpa_CenpA	57.895	38	168	134	2.76e-13	52.4
idSicFerr1_chr_X_002608.1	Danio_rerio_DRER013080_CENPA_CenpA	65.789	38	176	145	5.45e-16	59.7
idSicFerr1_chr_X_002608.1	Homo_sapiens_HSAP011513_CENPA_CenpA	63.158	38	176	140	1.63e-13	53.1
idSicFerr1_chr_X_002608.1	Mus_musculus_MMUS037970_Cenpa_CenpA	55.000	40	176	134	2.27e-13	52.8
jaNemVect1_chr_8_001056.1	Mus_musculus_MMUS037970_Cenpa_CenpA	35.965	114	129	134	2.51e-16	59.3
jaNemVect1_chr_8_001056.1	Homo_sapiens_HSAP011513_CENPA_CenpA	53.488	43	129	140	3.67e-14	53.5
jaNemVect1_chr_8_001056.1	Danio_rerio_DRER013080_CENPA_CenpA	56.818	44	129	145	1.41e-12	49.7
gpAraPeru_ENA|OX453235|OX453235.1_001116.1	Danio_rerio_DRER013080_CENPA_CenpA	59.223	103	181	145	2.74e-40	122
gpAraPeru_ENA|OX453235|OX453235.1_001116.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	52.459	122	181	288	2.72e-35	114
gpAraPeru_ENA|OX453235|OX453235.1_001116.1	Homo_sapiens_HSAP011513_CENPA_CenpA	57.292	96	181	140	8.73e-35	108
grLepFlav_ENA|OY756934|OY756934.1_000276.1	Danio_rerio_DRER013080_CENPA_CenpA	63.366	101	140	145	1.04e-39	119
grLepFlav_ENA|OY756934|OY756934.1_000276.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	59.794	97	140	288	8.81e-35	111
grLepFlav_ENA|OY756934|OY756934.1_000276.1	Homo_sapiens_HSAP011513_CENPA_CenpA	61.702	94	140	140	2.47e-34	105
grTriPseu1_chr_1_001731.1	Danio_rerio_DRER013080_CENPA_CenpA	62.745	102	135	145	1.39e-40	121
grTriPseu1_chr_1_001731.1	Homo_sapiens_HSAP011513_CENPA_CenpA	63.830	94	135	140	1.03e-37	114
grTriPseu1_chr_1_001731.1	Mus_musculus_MMUS037970_Cenpa_CenpA	52.308	130	135	134	1.75e-36	110
grSimLame_ENA|OZ124170|OZ124170.1_001450.1	Danio_rerio_DRER013080_CENPA_CenpA	61.765	102	137	145	1.61e-38	116
grSimLame_ENA|OZ124170|OZ124170.1_001450.1	Homo_sapiens_HSAP011513_CENPA_CenpA	63.830	94	137	140	7.58e-37	112
grSimLame_ENA|OZ124170|OZ124170.1_001450.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	55.556	99	137	288	2.81e-34	109
gdRhiKalk_ENA|OZ066571|OZ066571.1_000618.1	Danio_rerio_DRER013080_CENPA_CenpA	62.887	97	149	145	3.42e-42	126
gdRhiKalk_ENA|OZ066571|OZ066571.1_000618.1	Homo_sapiens_HSAP011513_CENPA_CenpA	68.421	95	149	140	1.83e-40	122
gdRhiKalk_ENA|OZ066571|OZ066571.1_000618.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	50.704	142	149	288	1.26e-39	124
gyLeoLubr_ENA|OZ251269|OZ251269.1_001509.1	Danio_rerio_DRER013080_CENPA_CenpA	51.948	154	159	145	3.81e-47	139
gyLeoLubr_ENA|OZ251269|OZ251269.1_001509.1	Homo_sapiens_HSAP011513_CENPA_CenpA	61.702	94	159	140	3.49e-38	116
gyLeoLubr_ENA|OZ251269|OZ251269.1_001509.1	Mus_musculus_MMUS037970_Cenpa_CenpA	58.065	93	159	134	6.96e-35	107
glUmbDeus_ENA|OZ203553|OZ203553.1_000040.1	Danio_rerio_DRER013080_CENPA_CenpA	66.019	103	179	145	1.18e-45	136
glUmbDeus_ENA|OZ203553|OZ203553.1_000040.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	59.406	101	179	288	9.00e-37	117
glUmbDeus_ENA|OZ203553|OZ203553.1_000040.1	Homo_sapiens_HSAP011513_CENPA_CenpA	62.105	95	179	140	1.04e-36	113
glFlaMari_ENA|OZ245344|OZ245344.1_000366.1	Danio_rerio_DRER013080_CENPA_CenpA	59.649	114	163	145	1.89e-42	127
glFlaMari_ENA|OZ245344|OZ245344.1_000366.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	58.163	98	163	288	2.59e-36	115
glFlaMari_ENA|OZ245344|OZ245344.1_000366.1	Homo_sapiens_HSAP011513_CENPA_CenpA	60.000	95	163	140	3.29e-36	111
glRamSili_ENA|OZ244601|OZ244601.1_000145.1	Danio_rerio_DRER013080_CENPA_CenpA	62.069	116	149	145	3.96e-47	139
glRamSili_ENA|OZ244601|OZ244601.1_000145.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	47.445	137	149	288	5.89e-39	122
glRamSili_ENA|OZ244601|OZ244601.1_000145.1	Homo_sapiens_HSAP011513_CENPA_CenpA	57.522	113	149	140	2.29e-37	114
glPlaGlau_ENA|OY745767|OY745767.1_000113.1	Danio_rerio_DRER013080_CENPA_CenpA	61.538	104	164	145	2.57e-42	127
glPlaGlau_ENA|OY745767|OY745767.1_000113.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	49.242	132	164	288	6.73e-38	120
glPlaGlau_ENA|OY745767|OY745767.1_000113.1	Homo_sapiens_HSAP011513_CENPA_CenpA	62.105	95	164	140	2.33e-36	112
glClaSqua_ENA|OX392377|OX392377.1_000406.1	Danio_rerio_DRER013080_CENPA_CenpA	58.772	114	165	145	3.50e-42	127
glClaSqua_ENA|OX392377|OX392377.1_000406.1	Homo_sapiens_HSAP011513_CENPA_CenpA	54.783	115	165	140	2.74e-36	112
glClaSqua_ENA|OX392377|OX392377.1_000406.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	57.143	98	165	288	6.72e-35	112
tzBugStol2_rescue20	Danio_rerio_DRER013080_CENPA_CenpA	63.303	109	143	145	3.07e-44	131
tzBugStol2_rescue20	Homo_sapiens_HSAP011513_CENPA_CenpA	59.259	108	143	140	3.04e-36	110
tzBugStol2_rescue20	Mus_musculus_MMUS037970_Cenpa_CenpA	51.282	117	143	134	2.05e-34	106
gsMetZobe1_chr_4_000357.1	Danio_rerio_DRER013080_CENPA_CenpA	57.547	106	141	145	9.05e-42	125
gsMetZobe1_chr_4_000357.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	56.436	101	141	288	1.10e-35	113
gsMetZobe1_chr_4_000357.1	Homo_sapiens_HSAP011513_CENPA_CenpA	55.140	107	141	140	4.54e-35	107
wcLumRube1_rescue16	Danio_rerio_DRER013080_CENPA_CenpA	65.625	96	248	145	6.08e-47	142
wcLumRube1_rescue16	Homo_sapiens_HSAP011513_CENPA_CenpA	66.667	87	248	140	1.30e-38	120
wcLumRube1_rescue16	Mus_musculus_MMUS037970_Cenpa_CenpA	58.621	87	248	134	4.24e-35	111
xgPatPell1_rescue15	Danio_rerio_DRER013080_CENPA_CenpA	50.000	132	141	145	5.42e-42	125
xgPatPell1_rescue15	Homo_sapiens_HSAP011513_CENPA_CenpA	58.140	86	141	140	1.85e-33	103
xgPatPell1_rescue15	Mus_musculus_MMUS037970_Cenpa_CenpA	53.488	86	141	134	9.98e-30	94.0
wpAliVire1_chr_14_000549.1	Danio_rerio_DRER013080_CENPA_CenpA	65.217	115	146	145	6.95e-50	145
wpAliVire1_chr_14_000549.1	Homo_sapiens_HSAP011513_CENPA_CenpA	64.045	89	146	140	1.59e-36	111
wpAliVire1_chr_14_000549.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	50.806	124	146	288	1.39e-35	113
eaMarGlac1_chr_14_000878.1	Danio_rerio_DRER013080_CENPA_CenpA	71.429	98	183	145	4.42e-52	152
eaMarGlac1_chr_14_000878.1	Homo_sapiens_HSAP011513_CENPA_CenpA	61.290	93	183	140	5.75e-38	116
eaMarGlac1_chr_14_000878.1	Mus_musculus_MMUS037970_Cenpa_CenpA	47.170	159	183	134	5.37e-37	114
xgPhoLine1_chr_17_001777.1	Danio_rerio_DRER013080_CENPA_CenpA	63.725	102	128	145	1.43e-47	139
xgPhoLine1_chr_17_001777.1	Mus_musculus_MMUS037970_Cenpa_CenpA	50.435	115	128	134	9.02e-36	108
xgPhoLine1_chr_17_001777.1	Homo_sapiens_HSAP011513_CENPA_CenpA	60.920	87	128	140	1.05e-34	106
tnLinLong1_chr_17_000931.1	Danio_rerio_DRER013080_CENPA_CenpA	68.687	99	190	145	1.37e-47	141
tnLinLong1_chr_17_000931.1	Homo_sapiens_HSAP011513_CENPA_CenpA	64.516	93	190	140	1.24e-40	124
tnLinLong1_chr_17_000931.1	Mus_musculus_MMUS037970_Cenpa_CenpA	49.618	131	190	134	8.88e-39	119
xbLimFort5_chr_4_003510.1	Danio_rerio_DRER013080_CENPA_CenpA	65.079	63	71	145	1.30e-24	78.6
xbLimFort5_chr_4_003510.1	Mus_musculus_MMUS037970_Cenpa_CenpA	56.061	66	71	134	2.03e-21	70.1
xbLimFort5_chr_4_003510.1	Homo_sapiens_HSAP011513_CENPA_CenpA	65.306	49	71	140	5.37e-21	68.9
wpSthLimi1_chr_4_002033.1	Danio_rerio_DRER013080_CENPA_CenpA	63.462	104	215	145	1.72e-45	137
wpSthLimi1_chr_4_002033.1	Caenorhabditis_elegans_CELE018214_hcp-3_CenpA	58.163	98	215	288	8.69e-36	116
wpSthLimi1_chr_4_002033.1	Homo_sapiens_HSAP011513_CENPA_CenpA	61.364	88	215	140	5.47e-35	110
wpLepClav1_chr_16_000255.1	Danio_rerio_DRER013080_CENPA_CenpA	65.385	104	183	145	2.72e-47	140
wpLepClav1_chr_16_000255.1	Homo_sapiens_HSAP011513_CENPA_CenpA	62.069	87	183	140	3.57e-36	112
wpLepClav1_chr_16_000255.1	Mus_musculus_MMUS037970_Cenpa_CenpA	57.303	89	183	134	2.35e-33	104
fAciRut3_chr_41_000200.1	Danio_rerio_DRER013080_CENPA_CenpA	63.121	141	177	145	1.88e-58	169
fAciRut3_chr_41_000200.1	Mus_musculus_MMUS037970_Cenpa_CenpA	56.934	137	177	134	2.18e-46	137
fAciRut3_chr_41_000200.1	Homo_sapiens_HSAP011513_CENPA_CenpA	53.333	150	177	140	2.76e-45	135
fAciRut3_chr_38_000217.1	Danio_rerio_DRER013080_CENPA_CenpA	63.121	141	178	145	2.10e-58	168
fAciRut3_chr_38_000217.1	Mus_musculus_MMUS037970_Cenpa_CenpA	56.934	137	178	134	2.29e-46	137
fAciRut3_chr_38_000217.1	Homo_sapiens_HSAP011513_CENPA_CenpA	53.333	150	178	140	2.56e-45	135
fAloSap1_chr_21_000805.1	Danio_rerio_DRER013080_CENPA_CenpA	69.178	146	154	145	3.07e-70	197
fAloSap1_chr_21_000805.1	Homo_sapiens_HSAP011513_CENPA_CenpA	60.741	135	154	140	1.08e-44	132
fAloSap1_chr_21_000805.1	Mus_musculus_MMUS037970_Cenpa_CenpA	55.396	139	154	134	1.40e-44	132
fBarBab1_chr_27_000024.1	Danio_rerio_DRER013080_CENPA_CenpA	89.286	140	141	145	9.29e-85	233
fBarBab1_chr_27_000024.1	Mus_musculus_MMUS037970_Cenpa_CenpA	54.610	141	141	134	7.58e-47	137
fBarBab1_chr_27_000024.1	Homo_sapiens_HSAP011513_CENPA_CenpA	56.522	138	141	140	1.93e-41	124
fBarBab1_chr_19_000038.1	Danio_rerio_DRER013080_CENPA_CenpA	88.811	143	146	145	3.71e-86	237
