spA	spB	mya	mean_pct_id	frac_sig	n_hits	group
icnebbrev	melemax	700.334056573	25.14989183976236	0.0	14	Cross-group
icnebbrev	mlemcat	700.334056583	25.203555200280828	0.0	23	Cross-group
icnebbrev	mmelmel	700.334056573	27.856416777668382	0.0	317	Cross-group
icnebbrev	morcorc	700.334056573	25.75232469461365	0.0	82	Cross-group
icnebbrev	ocsyccili	871.3228236729999	28.418779227983592	0.0	347	Invertebrates
icnebbrev	qeallfusc	433.470948373	32.60539821651431	0.0	730	Invertebrates
icnebbrev	qelepcurv	433.470948373	33.87159456416532	0.0	733	Invertebrates
icnebbrev	qeorcflav	433.470948373	31.639036781063517	0.0	661	Invertebrates
icnebbrev	roscan_s	1341.483290106	33.20822269284165	0.0	835	Cross-group
icnebbrev	rviplat	700.334056593	31.81494581737511	0.0	720	Cross-group
icnebbrev	tnlinlong	653.039017183	26.66956960429847	0.0	183	Invertebrates
icnebbrev	tzbugstol	653.039017188	35.25720319929018	0.0	874	Invertebrates
icnebbrev	tzmemmemb	653.039017188	36.280718124566384	0.0	979	Invertebrates
icnebbrev	wpalivire	653.0390171930001	30.409985995360337	0.0	524	Invertebrates
icnebbrev	wplepclav	653.0390171930001	25.12856595297465	0.0	13	Invertebrates
icnebbrev	xblimfort	653.039017228	30.665137029636064	0.0	809	Invertebrates
icnebbrev	xggibmagu	653.039017218	29.647422340192957	0.0	440	Invertebrates
icnebsali	icnicinve	298.099064375	35.040202984654535	0.0	967	Invertebrates
icnebsali	icocyolen	298.09906437	34.11121405247502	0.0	826	Invertebrates
icnebsali	icpolcerv	298.099064365	35.237261627330895	0.0	872	Invertebrates
icnebsali	icptemadi	46.380039249999996	34.57370027750558	0.0	867	Invertebrates
icnebsali	icquelate	298.09906437	37.9525144676367	0.0	990	Invertebrates
icnebsali	icrhafulv	298.099064375	29.28466666930997	0.0	368	Invertebrates
icnebsali	icscaquad	298.099064375	36.3375998273491	0.0	940	Invertebrates
icnebsali	icsilatra	298.099064375	28.76042305884404	0.0	382	Invertebrates
icnebsali	idacrorbc	329.40977176499996	33.073107168510354	0.0	836	Invertebrates
icnebsali	idantanth	329.409771695	38.33330947231999	0.0	999	Invertebrates
icnebsali	idathibis	329.40977176499996	32.377386674553925	0.0	626	Invertebrates
icnebsali	idbelpand	329.40977173	32.68113225291744	0.0	623	Invertebrates
icnebsali	idbibmarc	329.40977172500004	26.11410265966429	0.0	111	Invertebrates
icnebsali	idbomdisc	329.409771695	32.676982560514055	0.0	791	Invertebrates
icnebsali	idclutigr	329.40977172500004	33.53160920646206	0.0	850	Invertebrates
icnebsali	idepisucc	329.40977173500005	39.220721810350206	0.002	995	Invertebrates
icnebsali	idgymrotn	329.40977173500005	34.17336871025283	0.0	834	Invertebrates
icnebsali	idhydcyrt	329.40977171500003	31.517192730852795	0.0	550	Invertebrates
icnebsali	idmacatri	329.40977172500004	35.79620497949768	0.0	828	Invertebrates
icnebsali	idphymeln	329.40977173	36.86903709071564	0.0	997	Invertebrates
icnebsali	idpolamen	329.40977173500005	36.64366343475693	0.0	949	Invertebrates
icnebsali	idproazur	329.40977173	36.32888202658091	0.0	998	Invertebrates
icnebsali	ieclodipt	386.210971548	37.914467047299226	0.0	972	Invertebrates
icnebsali	ieecdtorr	386.210971548	36.77797244926748	0.0	824	Invertebrates
icnebsali	ieprobifi	386.210971548	36.13397781388945	0.0	929	Invertebrates
icnebsali	iesipalte	386.210971548	36.86161002909808	0.0	965	Invertebrates
icnebsali	iilimluna	329.40977172	36.46139103659439	0.0	906	Invertebrates
icnebsali	iilimmarm	329.40977172	37.23725708299165	0.0	993	Invertebrates
icnebsali	iilimrhom	329.40977172	36.940493577192456	0.0	998	Invertebrates
icnebsali	inchrcarn	313.754418065	32.70616911367238	0.0	707	Invertebrates
icnebsali	ipisogram	372.21668098500004	31.470984814001177	0.0	650	Invertebrates
icnebsali	ipnemdubi	372.21668097500003	25.11783783338546	0.0	9	Invertebrates
icnebsali	iyabicand	342.29592354	29.01916379469301	0.0	351	Invertebrates
icnebsali	iyambarma	342.29592355	38.15316729940306	0.0	962	Invertebrates
icnebsali	iyanddors	342.295923555	26.427236911845508	0.0	162	Invertebrates
icnebsali	iyanonige	342.29592357	31.138371418924464	0.0	647	Invertebrates
icnebsali	iyapainim	342.295923555	29.88208257709461	0.0	459	Invertebrates
icnebsali	iyathrosa	342.295923535	30.97076679358874	0.0	712	Invertebrates
icnebsali	iybomhypn	342.29592357	35.939438487157474	0.0	920	Invertebrates
icnebsali	iycoeconi	342.295923555	25.089964307716624	0.0	9	Invertebrates
icnebsali	iyectcont	342.29592355	32.54619325474953	0.0	721	Invertebrates
icnebsali	iylasvill	342.29592355	33.775699822380254	0.0	730	Invertebrates
icnebsali	iymacalbo	342.29592355	33.45029395380799	0.0	830	Invertebrates
icnebsali	iymaceuro	342.295923555	30.605491209206484	0.0	628	Invertebrates
icnebsali	iymimdahl	342.29592357	25.565503905900133	0.0	63	Invertebrates
icnebsali	iynomfabr	342.29592357	28.87568374961907	0.0	428	Invertebrates
icnebsali	iynysspin	342.29592355	25.56981287261532	0.0	64	Invertebrates
icnebsali	iyophlute	342.29592357499996	32.179917451899364	0.0	803	Invertebrates
icnebsali	iypemlugu	342.295923555	25.51695653290553	0.0	41	Invertebrates
icnebsali	iypripert	342.29592357	34.58658303474254	0.0	942	Invertebrates
icnebsali	iyseltumu	342.29592355	29.651247012529048	0.0	493	Invertebrates
icnebsali	iystephae	342.295923555	30.716083260754697	0.0	648	Invertebrates
icnebsali	iytipfemo	342.29592359000003	32.18519956485437	0.0	753	Invertebrates
icnebsali	iyvesvulg	342.29592354	40.08765561422567	0.0	978	Invertebrates
icnebsali	iyvulbima	342.29592355	35.501731206018405	0.0	957	Invertebrates
icnebsali	jadialine	785.828440043	35.86240814942027	0.0	928	Invertebrates
icnebsali	janemvect	785.828440043	32.06104671415068	0.0	750	Invertebrates
icnebsali	jaricflor	785.828440093	34.96194628950186	0.0	803	Invertebrates
icnebsali	jrhalocto	785.828440093	34.24204361940369	0.0	890	Invertebrates
icnebsali	kaaplturb	700.334056553	34.24749916074447	0.0	780	Invertebrates
icnebsali	laaliplan	1341.483290103	34.65451833259623	0.0	794	Cross-group
icnebsali	laapodist	1341.483290108	26.592208431525226	0.0	128	Cross-group
icnebsali	lapotnata	1341.483290108	34.095925846178595	0.0	916	Cross-group
icnebsali	latrimari	1341.483290108	38.18176448015622	0.0	949	Cross-group
icnebsali	lpcardepa	1341.483290103	34.97872728074809	0.0	904	Cross-group
icnebsali	lpcypfusc	1341.483290102	30.19737382308215	0.0	564	Cross-group
icnebsali	lpdigsang	1341.483290103	29.199416200900068	0.0	392	Cross-group
icnebsali	lpelequin	1341.4832900975	31.85744884455015	0.0	649	Cross-group
icnebsali	lperiangu	1341.4832901005	28.74868723886412	0.0	421	Cross-group
icnebsali	lpjunbufo	1341.483290103	36.33736291008782	0.0	999	Cross-group
icnebsali	lpjuneffu	1341.483290103	38.71594378857933	0.001	1000	Cross-group
icnebsali	lpjunsqua	1341.483290103	33.47558550254707	0.0	826	Cross-group
icnebsali	lpleeoryz	1341.483290103	29.817628796473908	0.0	415	Cross-group
icnebsali	lpluzpall	1341.483290098	33.1962579400513	0.0	835	Cross-group
icnebsali	lpluzsylv	1341.483290098	39.06656234022047	0.0	998	Cross-group
icnebsali	lpphlprat	1341.483290101	29.674029484585144	0.0	511	Cross-group
icnebsali	lpschlacu	1341.4832900995	39.140225586138754	0.0	1000	Cross-group
icnebsali	lpschtabe	1341.4832900995	38.18004031676741	0.0	993	Cross-group
icnebsali	lpschtriq	1341.4832900995	36.92300576924487	0.0	983	Cross-group
icnebsali	lsirifoet	1341.483290103	38.55021905790018	0.0	998	Cross-group
icnebsali	mcanlor	700.334056573	25.18108855030317	0.0	12	Cross-group
icnebsali	mcerela	700.334056573	25.28375871577028	0.0	27	Cross-group
icnebsali	mdicbic	700.334056573	26.47814090970225	0.0	150	Cross-group
icnebsali	melemax	700.334056573	25.05360870490181	0.0	4	Cross-group
icnebsali	mlemcat	700.334056583	25.13662837295527	0.0	16	Cross-group
icnebsali	mmelmel	700.334056573	28.329290934858964	0.0	360	Cross-group
icnebsali	morcorc	700.334056573	25.31373259827256	0.0	34	Cross-group
icnebsali	ocsyccili	871.3228236729999	29.41927019653914	0.0	484	Invertebrates
icnebsali	qeallfusc	433.470948373	30.784911663009225	0.0	627	Invertebrates
icnebsali	qelepcurv	433.470948373	30.8156667993509	0.0	457	Invertebrates
icnebsali	qeorcflav	433.470948373	33.8152123186681	0.0	781	Invertebrates
icnebsali	roscan_s	1341.483290106	31.461560624712973	0.0	612	Cross-group
icnebsali	rviplat	700.334056593	28.72748236279764	0.0	314	Cross-group
icnebsali	tnlinlong	653.039017183	26.593790819742978	0.0	187	Invertebrates
icnebsali	tzbugstol	653.039017188	34.94339323249619	0.0	771	Invertebrates
icnebsali	tzmemmemb	653.039017188	30.09497890654235	0.0	482	Invertebrates
icnebsali	wpalivire	653.0390171930001	31.92779149527567	0.0	775	Invertebrates
icnebsali	wplepclav	653.0390171930001	25.435701396163864	0.0	42	Invertebrates
icnebsali	xblimfort	653.039017228	28.52428728824385	0.0	397	Invertebrates
icnebsali	xggibmagu	653.039017218	28.60381296846168	0.0	370	Invertebrates
icnicinve	icocyolen	103.50661958500001	32.85530684104638	0.0	915	Invertebrates
icnicinve	icpolcerv	207.01323916	33.25838126012259	0.0	982	Invertebrates
icnicinve	icptemadi	298.099064375	35.359734081453304	0.0	973	Invertebrates
icnicinve	icquelate	103.50661958500001	32.52123318270863	0.0	963	Invertebrates
icnicinve	icrhafulv	248.415887	31.50070828884772	0.0	844	Invertebrates
icnicinve	icscaquad	69.00441306	33.87263625289298	0.0	986	Invertebrates
icnicinve	icsilatra	34.50220653	33.090807398206444	0.0	995	Invertebrates
icnicinve	idacrorbc	329.40977179	31.535859425869248	0.0	839	Invertebrates
icnicinve	idantanth	329.40977172	30.538043554330216	0.0	624	Invertebrates
icnicinve	idathibis	329.40977179	27.562326669714604	0.0	310	Invertebrates
icnicinve	idbelpand	329.409771755	34.57385121428121	0.001	990	Invertebrates
icnicinve	idbibmarc	329.40977175	32.81788023814577	0.0	820	Invertebrates
icnicinve	idbomdisc	329.40977172	33.12209527086533	0.0	985	Invertebrates
icnicinve	idclutigr	329.40977175	28.5296419020372	0.0	413	Invertebrates
icnicinve	idepisucc	329.40977176	35.397445020911064	0.001	999	Invertebrates
icnicinve	idgymrotn	329.40977176	34.16539805149241	0.0	1000	Invertebrates
icnicinve	idhydcyrt	329.40977174	33.715705616462586	0.0	963	Invertebrates
icnicinve	idmacatri	329.40977175	27.9071959357539	0.0	391	Invertebrates
icnicinve	idphymeln	329.409771755	33.739847234438336	0.0	1000	Invertebrates
icnicinve	idpolamen	329.40977176	37.32492294204946	0.0	983	Invertebrates
icnicinve	idproazur	329.409771755	33.61491127047997	0.0	993	Invertebrates
icnicinve	ieclodipt	386.210971573	30.79253472088471	0.0	739	Invertebrates
icnicinve	ieecdtorr	386.210971573	36.457394407036944	0.0	995	Invertebrates
icnicinve	ieprobifi	386.210971573	32.124216353804286	0.0	865	Invertebrates
icnicinve	iesipalte	386.210971573	35.532039678856776	0.002	1000	Invertebrates
icnicinve	iilimluna	329.409771745	32.30393264179567	0.0	899	Invertebrates
icnicinve	iilimmarm	329.409771745	33.63727182535995	0.0	988	Invertebrates
icnicinve	iilimrhom	329.409771745	34.44384253948912	0.0	990	Invertebrates
icnicinve	inchrcarn	313.75441809	35.09952441085209	0.0	998	Invertebrates
icnicinve	ipisogram	372.21668101	32.01323484986936	0.0	976	Invertebrates
icnicinve	ipnemdubi	372.216681	25.03425999899749	0.0	5	Invertebrates
icnicinve	iyabicand	342.295923565	32.4924378935622	0.0	983	Invertebrates
icnicinve	iyambarma	342.295923575	30.619213144645364	0.0	738	Invertebrates
icnicinve	iyanddors	342.29592358	29.705558265816123	0.0	739	Invertebrates
icnicinve	iyanonige	342.295923595	31.39648666722077	0.0	840	Invertebrates
icnicinve	iyapainim	342.29592358	34.3648079141107	0.0	957	Invertebrates
icnicinve	iyathrosa	342.29592356	31.486153668967656	0.0	952	Invertebrates
icnicinve	iybomhypn	342.295923595	28.69979548567836	0.0	412	Invertebrates
icnicinve	iycoeconi	342.29592358	25.929012715198244	0.0	124	Invertebrates
icnicinve	iyectcont	342.295923575	25.36095946902151	0.0	49	Invertebrates
icnicinve	iylasvill	342.295923575	34.69931661288778	0.0	974	Invertebrates
icnicinve	iymacalbo	342.295923575	32.64005308202255	0.0	981	Invertebrates
icnicinve	iymaceuro	342.29592358	28.253518971066985	0.0	467	Invertebrates
icnicinve	iymimdahl	342.295923595	26.68704027414876	0.0	225	Invertebrates
icnicinve	iynomfabr	342.295923595	25.843061529997115	0.0	121	Invertebrates
icnicinve	iynysspin	342.295923575	25.38284784236192	0.0	58	Invertebrates
icnicinve	iyophlute	342.29592360000004	28.74152638300625	0.0	486	Invertebrates
icnicinve	iypemlugu	342.29592358	25.35603059693385	0.0	40	Invertebrates
icnicinve	iypripert	342.295923595	31.39224367381824	0.0	817	Invertebrates
icnicinve	iyseltumu	342.295923575	33.788563767764686	0.0	961	Invertebrates
icnicinve	iystephae	342.29592358	32.65517509293094	0.0	969	Invertebrates
icnicinve	iytipfemo	342.295923615	30.377817447023844	0.0	689	Invertebrates
icnicinve	iyvesvulg	342.295923565	34.18698913349993	0.0	1000	Invertebrates
icnicinve	iyvulbima	342.295923575	31.285335451764464	0.0	928	Invertebrates
icnicinve	jadialine	785.828440068	34.700981818758635	0.0	995	Invertebrates
icnicinve	janemvect	785.828440068	29.860327897321728	0.0	568	Invertebrates
icnicinve	jaricflor	785.8284401180001	33.98206641684004	0.0	888	Invertebrates
icnicinve	jrhalocto	785.8284401180001	32.349481051926816	0.0	952	Invertebrates
icnicinve	kaaplturb	700.334056578	32.90543187519178	0.0	980	Invertebrates
icnicinve	laaliplan	1341.4832901280001	33.550603849862334	0.001	961	Cross-group
icnicinve	laapodist	1341.483290133	29.024717024880974	0.0	550	Cross-group
icnicinve	lapotnata	1341.483290133	31.337900333272497	0.0	918	Cross-group
icnicinve	latrimari	1341.483290133	35.41414933118467	0.0	999	Cross-group
icnicinve	lpcardepa	1341.4832901280001	30.99547330757841	0.0	925	Cross-group
icnicinve	lpcypfusc	1341.4832901270001	32.09083839679491	0.0	863	Cross-group
icnicinve	lpdigsang	1341.4832901280001	26.25149868870301	0.0	150	Cross-group
icnicinve	lpelequin	1341.4832901225	31.67746593941757	0.0	944	Cross-group
icnicinve	lperiangu	1341.4832901255	28.18917707492655	0.0	421	Cross-group
icnicinve	lpjunbufo	1341.4832901280001	32.758769796964415	0.0	886	Cross-group
icnicinve	lpjuneffu	1341.4832901280001	34.97003588086062	0.0	976	Cross-group
icnicinve	lpjunsqua	1341.4832901280001	33.33745584505661	0.0	972	Cross-group
icnicinve	lpleeoryz	1341.4832901280001	31.21414618129248	0.0	809	Cross-group
icnicinve	lpluzpall	1341.4832901230002	32.433496983112235	0.0	946	Cross-group
icnicinve	lpluzsylv	1341.4832901230002	38.13337139016667	0.002	992	Cross-group
icnicinve	lpphlprat	1341.4832901260002	26.221872672746272	0.0	159	Cross-group
icnicinve	lpschlacu	1341.4832901245	33.367081407878445	0.001	1000	Cross-group
icnicinve	lpschtabe	1341.4832901245	33.282285764745495	0.0	1000	Cross-group
icnicinve	lpschtriq	1341.4832901245	33.03655214837436	0.0	1000	Cross-group
icnicinve	lsirifoet	1341.4832901280001	36.990347432324185	0.009	999	Cross-group
icnicinve	mcanlor	700.334056598	25.29827239003093	0.0	36	Cross-group
icnicinve	mcerela	700.334056598	25.18908097971269	0.0	25	Cross-group
icnicinve	mdicbic	700.334056598	28.734688322718853	0.0	393	Cross-group
icnicinve	melemax	700.334056598	25.03487888362457	0.0	5	Cross-group
icnicinve	mlemcat	700.334056608	25.211299701314477	0.0	31	Cross-group
icnicinve	mmelmel	700.334056598	30.35278353421088	0.0	814	Cross-group
icnicinve	morcorc	700.334056598	25.414531591553143	0.0	46	Cross-group
icnicinve	ocsyccili	871.322823698	32.56207027184114	0.0	956	Invertebrates
icnicinve	qeallfusc	433.470948398	33.18956227264044	0.0	932	Invertebrates
icnicinve	qelepcurv	433.470948398	35.14033796160323	0.0	862	Invertebrates
icnicinve	qeorcflav	433.470948398	26.651686406695983	0.0	243	Invertebrates
icnicinve	roscan_s	1341.483290131	26.650076968189417	0.0	189	Cross-group
icnicinve	rviplat	700.334056618	31.929211872727333	0.0	956	Cross-group
icnicinve	tnlinlong	653.0390172080001	25.530246652918	0.0	78	Invertebrates
icnicinve	tzbugstol	653.0390172130001	26.782915164314545	0.0	218	Invertebrates
icnicinve	tzmemmemb	653.0390172130001	29.36454516637713	0.0	571	Invertebrates
icnicinve	wpalivire	653.039017218	28.176087608753125	0.0	430	Invertebrates
icnicinve	wplepclav	653.039017218	25.190819998560947	0.0	27	Invertebrates
icnicinve	xblimfort	653.0390172530001	30.857604525411396	0.0	993	Invertebrates
icnicinve	xggibmagu	653.039017243	28.3583250105044	0.0	406	Invertebrates
icocyolen	icpolcerv	207.013239155	41.53113776700038	0.0	1000	Invertebrates
icocyolen	icptemadi	298.09906437	35.33075297491493	0.0	1000	Invertebrates
icocyolen	icquelate	51.75330979	34.364439421838604	0.0	1000	Invertebrates
icocyolen	icrhafulv	248.415886995	28.28201411885381	0.0	320	Invertebrates
icocyolen	icscaquad	103.50661958500001	34.72157468540401	0.0	999	Invertebrates
icocyolen	icsilatra	103.50661958500001	34.82678621314117	0.0	999	Invertebrates
icocyolen	idacrorbc	329.409771785	33.66426775794663	0.0	1000	Invertebrates
icocyolen	idantanth	329.40977171500003	35.829596128874535	0.0	1000	Invertebrates
icocyolen	idathibis	329.409771785	34.614141713937315	0.0	992	Invertebrates
icocyolen	idbelpand	329.40977175	43.01879909442594	0.534	1000	Invertebrates
icocyolen	idbibmarc	329.409771745	34.89620816284111	0.0	996	Invertebrates
icocyolen	idbomdisc	329.40977171500003	34.99444969163838	0.0	1000	Invertebrates
icocyolen	idclutigr	329.409771745	32.96288961480992	0.0	991	Invertebrates
icocyolen	idepisucc	329.409771755	35.38859678554133	0.0	1000	Invertebrates
icocyolen	idgymrotn	329.409771755	36.95913110019693	0.0	1000	Invertebrates
icocyolen	idhydcyrt	329.409771735	32.37465966211303	0.0	820	Invertebrates
icocyolen	idmacatri	329.409771745	28.879764711643386	0.0	417	Invertebrates
icocyolen	idphymeln	329.40977175	36.268877676902086	0.0	1000	Invertebrates
icocyolen	idpolamen	329.409771755	34.49203388784857	0.0	999	Invertebrates
icocyolen	idproazur	329.40977175	35.80154894146465	0.0	1000	Invertebrates
icocyolen	ieclodipt	386.210971568	35.65598277074447	0.0	994	Invertebrates
icocyolen	ieecdtorr	386.210971568	36.33615346797536	0.001	1000	Invertebrates
icocyolen	ieprobifi	386.210971568	34.7673578222314	0.0	997	Invertebrates
icocyolen	iesipalte	386.210971568	35.669072052597194	0.0	1000	Invertebrates
icocyolen	iilimluna	329.40977174	36.32218898499176	0.001	1000	Invertebrates
icocyolen	iilimmarm	329.40977174	38.02004969145384	0.001	1000	Invertebrates
icocyolen	iilimrhom	329.40977174	35.941678214021344	0.0	1000	Invertebrates
icocyolen	inchrcarn	313.754418085	40.49580596051339	0.0	1000	Invertebrates
icocyolen	ipisogram	372.216681005	32.341841521227124	0.0	919	Invertebrates
icocyolen	ipnemdubi	372.216680995	25.09620928824522	0.0	11	Invertebrates
icocyolen	iyabicand	342.29592356	32.37065842760961	0.0	985	Invertebrates
icocyolen	iyambarma	342.29592357	32.06860079681333	0.0	996	Invertebrates
icocyolen	iyanddors	342.295923575	28.576920128284808	0.0	544	Invertebrates
icocyolen	iyanonige	342.29592359000003	33.19240479415694	0.0	985	Invertebrates
icocyolen	iyapainim	342.295923575	35.29384384546395	0.0	816	Invertebrates
icocyolen	iyathrosa	342.295923555	32.604592806093976	0.0	1000	Invertebrates
icocyolen	iybomhypn	342.29592359000003	26.67480338565696	0.0	209	Invertebrates
icocyolen	iycoeconi	342.295923575	32.73940910204231	0.0	932	Invertebrates
icocyolen	iyectcont	342.29592357	32.4071535751519	0.0	720	Invertebrates
icocyolen	iylasvill	342.29592357	33.62879497231918	0.0	977	Invertebrates
icocyolen	iymacalbo	342.29592357	33.943028630398565	0.0	1000	Invertebrates
icocyolen	iymaceuro	342.295923575	26.434665634168702	0.0	155	Invertebrates
icocyolen	iymimdahl	342.29592359000003	25.04078317474998	0.0	5	Invertebrates
icocyolen	iynomfabr	342.29592359000003	27.680410562944687	0.0	297	Invertebrates
icocyolen	iynysspin	342.29592357	26.979189187394265	0.0	225	Invertebrates
icocyolen	iyophlute	342.295923595	28.482008298003123	0.0	397	Invertebrates
icocyolen	iypemlugu	342.295923575	30.159195355880897	0.0	489	Invertebrates
icocyolen	iypripert	342.29592359000003	31.2758344283115	0.0	849	Invertebrates
icocyolen	iyseltumu	342.29592357	33.322728269132355	0.0	990	Invertebrates
icocyolen	iystephae	342.295923575	33.77492035071224	0.0	979	Invertebrates
icocyolen	iytipfemo	342.29592361000005	25.74567704184159	0.0	82	Invertebrates
icocyolen	iyvesvulg	342.29592356	34.801667484388496	0.0	1000	Invertebrates
icocyolen	iyvulbima	342.29592357	35.296155193571906	0.0	995	Invertebrates
icocyolen	jadialine	785.828440063	36.615234145604674	0.0	1000	Invertebrates
icocyolen	janemvect	785.828440063	34.55547581723051	0.0	996	Invertebrates
icocyolen	jaricflor	785.828440113	35.96998285654789	0.0	1000	Invertebrates
icocyolen	jrhalocto	785.828440113	34.89761921544246	0.0	1000	Invertebrates
icocyolen	kaaplturb	700.334056573	36.57599731658881	0.0	1000	Invertebrates
icocyolen	laaliplan	1341.483290123	28.80307169047864	0.0	470	Cross-group
icocyolen	laapodist	1341.4832901280001	37.75876489081829	0.0	995	Cross-group
icocyolen	lapotnata	1341.4832901280001	25.87378038880277	0.0	115	Cross-group
icocyolen	latrimari	1341.4832901280001	35.9278190326582	0.0	1000	Cross-group
icocyolen	lpcardepa	1341.483290123	27.79627329703109	0.0	334	Cross-group
icocyolen	lpcypfusc	1341.483290122	31.244116249586703	0.0	833	Cross-group
icocyolen	lpdigsang	1341.483290123	31.841090590095675	0.0	942	Cross-group
icocyolen	lpelequin	1341.4832901175	33.86771769036274	0.0	996	Cross-group
icocyolen	lperiangu	1341.4832901205	30.98677728896833	0.0	927	Cross-group
icocyolen	lpjunbufo	1341.483290123	38.01976720041746	0.0	1000	Cross-group
icocyolen	lpjuneffu	1341.483290123	34.824577302597106	0.0	1000	Cross-group
icocyolen	lpjunsqua	1341.483290123	32.8484700736927	0.0	964	Cross-group
icocyolen	lpleeoryz	1341.483290123	34.99566392578856	0.0	957	Cross-group
icocyolen	lpluzpall	1341.483290118	32.70030981898503	0.0	994	Cross-group
icocyolen	lpluzsylv	1341.483290118	36.94703669797473	0.0	1000	Cross-group
icocyolen	lpphlprat	1341.483290121	25.97663711283256	0.0	108	Cross-group
icocyolen	lpschlacu	1341.4832901195	36.803929550389626	0.0	1000	Cross-group
icocyolen	lpschtabe	1341.4832901195	36.8250057735428	0.0	1000	Cross-group
icocyolen	lpschtriq	1341.4832901195	35.770654687489454	0.0	1000	Cross-group
icocyolen	lsirifoet	1341.483290123	36.36648892515009	0.0	1000	Cross-group
icocyolen	mcanlor	700.334056593	28.013520785426618	0.0	345	Cross-group
icocyolen	mcerela	700.334056593	25.312082770791275	0.0	32	Cross-group
icocyolen	mdicbic	700.334056593	25.57718005146073	0.0	68	Cross-group
icocyolen	melemax	700.334056593	25.16827113554093	0.0	24	Cross-group
icocyolen	mlemcat	700.3340566029999	25.18645978889781	0.0	24	Cross-group
icocyolen	mmelmel	700.334056593	31.61288096918062	0.0	878	Cross-group
icocyolen	morcorc	700.334056593	25.25898156961171	0.0	33	Cross-group
icocyolen	ocsyccili	871.3228236929999	31.735151640428118	0.0	763	Invertebrates
icocyolen	qeallfusc	433.470948393	34.36585934278792	0.0	982	Invertebrates
icocyolen	qelepcurv	433.470948393	32.18531782615737	0.0	892	Invertebrates
icocyolen	qeorcflav	433.470948393	26.143699013535358	0.0	155	Invertebrates
icocyolen	roscan_s	1341.4832901260002	29.29156666732079	0.0	502	Cross-group
icocyolen	rviplat	700.334056613	32.807615031563	0.0	983	Cross-group
icocyolen	tnlinlong	653.0390172030001	31.9794644267006	0.0	865	Invertebrates
icocyolen	tzbugstol	653.039017208	34.40375422525758	0.0	961	Invertebrates
icocyolen	tzmemmemb	653.039017208	31.862396579838524	0.0	833	Invertebrates
icocyolen	wpalivire	653.0390172130001	32.92031261479197	0.0	961	Invertebrates
icocyolen	wplepclav	653.0390172130001	25.82053011426889	0.0	98	Invertebrates
icocyolen	xblimfort	653.039017248	32.94042723038189	0.0	949	Invertebrates
icocyolen	xggibmagu	653.039017238	32.63733253920782	0.0	995	Invertebrates
icpolcerv	icptemadi	298.099064365	28.03566237781116	0.0	575	Invertebrates
icpolcerv	icquelate	207.013239155	27.514180968905432	0.0	572	Invertebrates
icpolcerv	icrhafulv	248.41588699	26.614406267376943	0.0	516	Invertebrates
icpolcerv	icscaquad	207.01323916	27.807644742104213	0.0	572	Invertebrates
icpolcerv	icsilatra	207.01323916	26.17814269986229	0.0	282	Invertebrates
icpolcerv	idacrorbc	329.40977177999997	27.66914101047278	0.0	572	Invertebrates
icpolcerv	idantanth	329.40977171	28.04047061265668	0.0017391304347826	568	Invertebrates
icpolcerv	idathibis	329.40977177999997	27.08973739373729	0.0	508	Invertebrates
icpolcerv	idbelpand	329.409771745	28.43246813526222	0.0226086956521739	572	Invertebrates
icpolcerv	idbibmarc	329.40977174	28.0236400487307	0.0	523	Invertebrates
icpolcerv	idbomdisc	329.40977171	27.407941301430093	0.0	573	Invertebrates
icpolcerv	idclutigr	329.40977174	27.15836075890101	0.0	560	Invertebrates
icpolcerv	idepisucc	329.40977175	28.064651116869523	0.0	574	Invertebrates
icpolcerv	idgymrotn	329.40977175	27.60133676386337	0.0069565217391304	574	Invertebrates
icpolcerv	idhydcyrt	329.40977173	27.35213073116359	0.0	560	Invertebrates
icpolcerv	idmacatri	329.40977174	26.87285663220241	0.0	555	Invertebrates
icpolcerv	idphymeln	329.409771745	27.821299154847143	0.0	575	Invertebrates
icpolcerv	idpolamen	329.40977175	27.355058154223432	0.0	565	Invertebrates
icpolcerv	idproazur	329.409771745	27.723982870258325	0.0	573	Invertebrates
icpolcerv	ieclodipt	386.210971563	27.798500698233653	0.0	573	Invertebrates
icpolcerv	ieecdtorr	386.210971563	27.654196170120816	0.0052173913043478	571	Invertebrates
icpolcerv	ieprobifi	386.210971563	27.296707877517623	0.0	567	Invertebrates
icpolcerv	iesipalte	386.210971563	28.36203560771494	0.0017391304347826	574	Invertebrates
icpolcerv	iilimluna	329.409771735	27.44964658596551	0.0	574	Invertebrates
icpolcerv	iilimmarm	329.409771735	27.860595900138424	0.0069565217391304	575	Invertebrates
icpolcerv	iilimrhom	329.409771735	28.02369118477992	0.0	574	Invertebrates
icpolcerv	inchrcarn	313.75441808	27.540031851935883	0.0	570	Invertebrates
icpolcerv	ipisogram	372.216681	26.171650148665947	0.0	305	Invertebrates
icpolcerv	ipnemdubi	372.21668099	25.164599585940486	0.0	38	Invertebrates
icpolcerv	iyabicand	342.295923555	26.84449198040316	0.0	506	Invertebrates
icpolcerv	iyambarma	342.295923565	26.411124723203983	0.0	372	Invertebrates
icpolcerv	iyanddors	342.29592357	26.22123628592913	0.0	335	Invertebrates
icpolcerv	iyanonige	342.29592358499997	27.099560951670316	0.0	559	Invertebrates
icpolcerv	iyapainim	342.29592357	26.545862108745773	0.0	401	Invertebrates
